ContactID,PrimaryFirstName,PrimaryLastName,PrimaryMiddleInitial,ContactName,PrimaryGender,SSN,SSNFlag,DateOfBirth,DateOfDeath,ActiveFlag,DisbursementEligibilityFlag,ValidFrom
74301,Rachel,Brown,Ryan,Rachel Ryan Brown,F,861622890,0,2000-03-23,2021-03-15,0,0,01/08/2023 11:11:35.875
74302,Isaac,Lee,Timothy,Isaac Timothy Lee,M,246211049,0,1955-04-12,2020-08-24,0,0,02/01/2024 17:58:25.173
74303,Patricia,Henderson,Elizabeth,Patricia Elizabeth Henderson,M,975360124,0,1991-01-13,2023-06-06,0,0,10/24/2023 06:57:18.379
74304,Alyssa,Wood,Tonya,Alyssa Tonya Wood,F,622512334,0,1967-11-18,2022-09-25,0,0,08/30/2023 08:09:33.163
74305,Jonathan,Hayes,Paul,Jonathan Paul Hayes,F,762368938,0,1990-11-09,2021-07-18,0,0,04/16/2023 14:41:09.164
74306,Meghan,Johnson,Travis,Meghan Travis Johnson,F,337163984,0,1999-11-04,2022-04-13,0,0,06/07/2023 04:52:31.877
74307,Lucas,Marquez,Jeremy,Lucas Jeremy Marquez,M,847237242,0,1953-08-08,2022-11-19,0,0,02/06/2023 16:43:47.415
74308,Theodore,Murphy,Jacob,Theodore Jacob Murphy,F,278217953,0,1955-01-01,2022-06-04,0,0,03/21/2024 15:10:05.628
74309,Jessica,Mccann,Mary,Jessica Mary Mccann,F,475749368,0,1957-01-05,2021-08-27,0,0,07/08/2023 18:39:54.405
74310,Brenda,Hoover,Donna,Brenda Donna Hoover,M,193954588,0,1985-12-24,2021-04-12,0,0,09/24/2023 05:06:39.281
74311,Cynthia,Garcia,Courtney,Cynthia Courtney Garcia,M,315303218,0,1975-09-20,2020-05-26,0,0,11/17/2023 20:49:58.280
74312,Robin,Cole,Lisa,Robin Lisa Cole,F,708919527,0,1999-08-24,2022-08-26,0,0,03/16/2024 09:35:38.424
74313,Teresa,Marks,Anthony,Teresa Anthony Marks,M,674427106,0,1985-09-07,2022-03-22,0,0,01/18/2024 04:51:00.577
74314,Aaron,Carr,Sharon,Aaron Sharon Carr,M,871402447,0,1951-09-11,2022-03-27,0,0,07/03/2023 19:02:18.087
74315,Kyle,Holt,James,Kyle James Holt,F,791140142,0,1954-02-06,2021-05-28,0,0,08/03/2023 14:22:21.615
74316,Andrew,Parks,Ronnie,Andrew Ronnie Parks,F,675534034,0,1981-04-13,2020-07-06,0,0,10/30/2023 18:53:40.423
74317,Nancy,Gutierrez,Emily,Nancy Emily Gutierrez,F,913452148,0,1971-12-08,2021-02-26,0,0,01/11/2023 13:39:08.633
74318,Brandon,Webb,Frank,Brandon Frank Webb,F,681263628,0,1955-09-28,2021-01-13,0,0,05/19/2023 23:10:42.168
74319,Jason,Reed,Stephen,Jason Stephen Reed,M,507623339,0,1966-11-14,2021-10-01,0,0,09/28/2023 20:29:07.775
74320,Rebecca,Miller,Danielle,Rebecca Danielle Miller,F,384188711,0,1959-01-13,2023-02-12,0,0,09/13/2023 19:58:27.477
74321,Adam,Flynn,Brandon,Adam Brandon Flynn,M,949957772,0,1985-05-03,2020-09-17,0,0,03/07/2023 07:32:04.012
74322,Bruce,Pacheco,Curtis,Bruce Curtis Pacheco,F,948225774,0,1953-01-29,2023-08-03,0,0,11/10/2023 13:32:27.791
74323,Rebecca,Newman,James,Rebecca James Newman,M,301070932,0,2000-03-05,2023-11-20,0,0,01/13/2024 21:35:12.233
74324,Savannah,Brown,Katherine,Savannah Katherine Brown,F,116666126,0,1961-11-30,2020-02-16,0,0,04/10/2023 20:34:34.493
74325,Kathleen,Zhang,Patricia,Kathleen Patricia Zhang,M,888539234,0,1966-03-08,2023-01-31,0,0,12/02/2023 07:03:01.411
74326,Nicholas,Mitchell,Gregory,Nicholas Gregory Mitchell,M,725877018,0,1967-08-02,2022-02-07,0,0,08/11/2023 14:15:59.682
74327,Stephanie,Moss,Charles,Stephanie Charles Moss,F,529820371,0,1977-04-28,2020-05-01,0,0,02/23/2024 00:08:04.260
74328,Robert,Miller,Mark,Robert Mark Miller,M,775041631,0,2005-09-10,2021-10-11,0,0,04/13/2023 16:52:45.119
74329,Tamara,Thomas,Tommy,Tamara Tommy Thomas,M,674983766,0,1970-09-22,2023-01-22,0,0,03/14/2024 22:46:43.225
74330,Christine,Patterson,Anthony,Christine Anthony Patterson,F,712347343,0,1972-11-05,2022-10-16,0,0,11/21/2023 04:31:19.010
74331,Melissa,Garcia,Donna,Melissa Donna Garcia,M,466299652,0,1958-01-07,2022-02-25,0,0,10/09/2023 08:54:46.293
74332,Matthew,Stokes,Erika,Matthew Erika Stokes,M,276702845,0,2005-08-28,2020-05-08,0,0,07/29/2023 21:07:54.040
74333,Brian,Hayes,Kenneth,Brian Kenneth Hayes,F,729163217,0,1952-05-08,2020-03-25,0,0,09/18/2023 07:21:40.929
74334,Hunter,Frazier,Richard,Hunter Richard Frazier,M,868908310,0,1984-09-22,2023-07-10,0,0,11/08/2023 10:06:47.568
74335,Jonathan,Torres,Kylie,Jonathan Kylie Torres,F,590085992,0,1999-09-22,2023-12-28,0,0,04/15/2023 12:47:17.889
74336,Jasmine,Thomas,Brandon,Jasmine Brandon Thomas,F,758882082,0,1993-12-28,2022-03-03,0,0,03/22/2023 19:16:02.724
74337,Victoria,Miller,Nathan,Victoria Nathan Miller,F,322331799,0,1971-10-20,2021-03-02,0,0,11/06/2023 08:21:22.893
74338,Nathan,Carter,David,Nathan David Carter,F,604965870,0,1972-04-04,2020-03-26,0,0,11/18/2023 18:42:32.841
74339,Eric,Clarke,Jaime,Eric Jaime Clarke,M,594828980,0,1966-12-28,2023-08-01,0,0,08/21/2023 02:13:21.003
74340,Deborah,Kennedy,Jessica,Deborah Jessica Kennedy,F,631844523,0,1968-05-05,2022-12-15,0,0,03/30/2023 00:07:11.236
74341,Stacey,Harris,Steven,Stacey Steven Harris,F,242594293,0,1982-05-06,2023-08-21,0,0,01/09/2024 06:21:43.378
74342,Tristan,Wells,Tina,Tristan Tina Wells,F,379899557,0,1983-10-06,2021-11-29,0,0,01/04/2024 15:11:33.700
74343,Amanda,Delacruz,Michele,Amanda Michele Delacruz,M,552201243,0,1949-02-22,2022-08-02,0,0,11/11/2023 07:48:29.565
74344,Scott,Castaneda,Angelica,Scott Angelica Castaneda,M,399689989,0,1971-06-26,2022-06-20,0,0,05/17/2023 02:30:57.939
74345,Dustin,Waters,Mark,Dustin Mark Waters,M,446958203,0,1957-05-31,2020-01-17,0,0,10/20/2023 23:52:08.525
74346,Samantha,Moran,Christopher,Samantha Christopher Moran,M,302317417,0,1961-12-28,2021-08-08,0,0,12/03/2023 01:45:03.569
74347,Melinda,Hoffman,Laura,Melinda Laura Hoffman,M,160176455,0,1945-04-11,2023-06-25,0,0,09/29/2023 21:09:00.794
74348,Jared,Frazier,Roberto,Jared Roberto Frazier,F,500952708,0,1969-07-20,2021-05-21,0,0,06/29/2023 02:27:31.644
74349,Erica,Clark,Luke,Erica Luke Clark,M,920414529,0,1999-12-28,2022-10-10,0,0,07/13/2023 19:39:51.827
74350,David,Dennis,Johnny,David Johnny Dennis,M,873868066,0,1954-01-22,2023-05-17,0,0,11/05/2023 17:08:47.161
74351,Robert,Willis,Jordan,Robert Jordan Willis,M,387425253,0,1969-08-11,2023-08-15,0,0,04/11/2023 21:15:04.040
74352,Cassandra,Johnson,Vincent,Cassandra Vincent Johnson,F,862076228,0,1977-09-03,2021-06-04,0,0,12/15/2023 17:17:55.348
74353,Ashley,Carroll,Paul,Ashley Paul Carroll,F,159738595,0,2003-05-30,2021-10-14,0,0,12/16/2023 07:41:29.911
74354,Samantha,Reed,Nathaniel,Samantha Nathaniel Reed,F,585884820,0,1991-03-05,2022-07-03,0,0,05/13/2023 09:57:01.731
74355,Gregory,Hernandez,Scott,Gregory Scott Hernandez,F,712719158,0,1945-07-03,2020-01-24,0,0,09/15/2023 10:17:02.752
74356,Jennifer,Cooke,Tim,Jennifer Tim Cooke,M,663045644,0,1978-01-15,2020-12-20,0,0,11/23/2023 04:29:11.763
74357,Larry,Olson,John,Larry John Olson,F,103346931,0,1990-09-11,2023-05-13,0,0,11/14/2023 07:21:45.436
74358,Troy,Booker,Heather,Troy Heather Booker,M,630817736,0,2000-05-01,2023-05-14,0,0,02/04/2024 18:06:25.833
74359,Emily,Harding,Christopher,Emily Christopher Harding,F,259844406,0,1963-03-30,2021-04-13,0,0,12/30/2023 06:35:41.421
74360,Hannah,Cummings,Jeffery,Hannah Jeffery Cummings,F,287858092,0,1955-09-21,2020-06-21,0,0,03/27/2023 10:12:18.072
74361,Cheyenne,Lane,Mariah,Cheyenne Mariah Lane,F,197684647,0,1954-12-16,2021-01-14,0,0,10/22/2023 03:18:03.457
74362,Michael,Burton,James,Michael James Burton,M,575249933,0,1999-01-29,2020-04-05,0,0,10/01/2023 16:35:47.642
74363,Hannah,Mclean,Michael,Hannah Michael Mclean,M,208347720,0,1965-06-29,2022-11-25,0,0,04/24/2023 05:52:29.635
74364,Timothy,Marshall,Carlos,Timothy Carlos Marshall,M,889444833,0,1946-09-01,2023-05-01,0,0,12/12/2023 04:34:38.647
74365,Carla,Davis,Michael,Carla Michael Davis,F,823958560,0,1978-12-01,2021-05-10,0,0,06/08/2023 04:58:21.170
74366,Eric,Butler,Jennifer,Eric Jennifer Butler,F,951196617,0,1994-11-17,2023-02-17,0,0,01/02/2024 18:18:38.718
74367,Jon,Peck,Michael,Jon Michael Peck,F,840951332,0,1969-11-30,2023-11-07,0,0,01/08/2023 17:17:32.957
74368,David,Miller,Charles,David Charles Miller,F,245071093,0,1948-10-09,2020-07-29,0,0,02/01/2024 20:41:20.680
74369,Russell,Kelly,Bruce,Russell Bruce Kelly,F,950200129,0,2004-06-02,2022-11-28,0,0,03/01/2023 00:53:16.984
74370,Shannon,Johnson,Michael,Shannon Michael Johnson,M,399356181,0,1994-11-11,2023-07-05,0,0,08/20/2023 18:59:33.421
74371,Kathleen,Henderson,Mariah,Kathleen Mariah Henderson,F,607458570,0,1975-02-27,2020-09-23,0,0,03/07/2023 21:07:37.423
74372,Elizabeth,Lopez,Jacqueline,Elizabeth Jacqueline Lopez,M,693833113,0,1981-04-04,2021-05-05,0,0,01/28/2023 01:27:52.644
74373,Robert,Baldwin,Doris,Robert Doris Baldwin,F,217361725,0,2001-05-13,2021-03-30,0,0,03/29/2023 11:04:28.524
74374,Jonathan,Lee,Angela,Jonathan Angela Lee,F,720925353,0,2005-04-05,2021-03-14,0,0,08/09/2023 14:15:30.527
74375,Sara,Farley,Adam,Sara Adam Farley,F,648153437,0,1997-09-30,2021-12-26,0,0,07/18/2023 22:10:43.982
74376,Shawna,Schwartz,Sheila,Shawna Sheila Schwartz,F,174836192,0,1954-07-26,2023-08-03,0,0,11/15/2023 17:46:29.180
74377,John,Bartlett,James,John James Bartlett,M,428313587,0,1964-10-02,2023-08-21,0,0,02/18/2024 19:57:43.689
74378,Alexandra,Turner,Jasmine,Alexandra Jasmine Turner,M,132915804,0,1989-03-12,2020-05-08,0,0,12/13/2023 23:29:34.503
74379,Dominique,Crosby,Matthew,Dominique Matthew Crosby,M,783793439,0,1979-08-18,2023-10-24,0,0,12/04/2023 01:49:35.124
74380,Susan,Jacobs,Amy,Susan Amy Jacobs,M,743696012,0,1968-02-10,2020-04-12,0,0,09/16/2023 16:07:19.631
74381,Brandi,Baldwin,Victoria,Brandi Victoria Baldwin,F,984209171,0,1971-01-12,2022-12-01,0,0,01/18/2023 05:52:45.627
74382,Danny,Cruz,Laurie,Danny Laurie Cruz,F,303430136,0,1980-09-12,2023-03-10,0,0,10/24/2023 07:53:57.014
74383,Michelle,Perry,Christopher,Michelle Christopher Perry,M,474631409,0,1952-09-26,2023-11-11,0,0,06/22/2023 23:57:52.777
74384,Elijah,Martinez,Adrienne,Elijah Adrienne Martinez,M,609908437,0,1974-10-13,2023-08-24,0,0,07/08/2023 22:42:25.671
74385,Debra,Simpson,Natalie,Debra Natalie Simpson,F,834259017,0,1987-10-30,2021-05-10,0,0,05/27/2023 20:15:08.259
74386,Shawn,Walker,Shannon,Shawn Shannon Walker,M,491004905,0,1970-06-02,2020-09-29,0,0,03/16/2024 05:48:41.888
74387,Holly,Brandt,Kyle,Holly Kyle Brandt,M,663312085,0,1986-06-24,2020-04-02,0,0,02/24/2024 18:21:46.605
74388,David,Powell,Timothy,David Timothy Powell,M,245799561,0,1999-04-01,2020-03-21,0,0,03/05/2023 16:34:01.325
74389,Brian,Crosby,William,Brian William Crosby,F,430688754,0,1943-11-19,2021-12-09,0,0,05/21/2023 03:11:58.764
74390,Melissa,Hill,Bernard,Melissa Bernard Hill,F,320737855,0,1971-06-25,2022-03-26,0,0,01/24/2023 02:26:14.265
74391,Gregory,Foster,Michael,Gregory Michael Foster,M,912843700,0,1944-07-13,2021-05-10,0,0,01/21/2024 12:15:12.241
74392,Mary,Leonard,Betty,Mary Betty Leonard,F,352859748,0,1964-03-02,2021-07-15,0,0,01/31/2023 04:13:33.078
74393,Maria,Bauer,Tonya,Maria Tonya Bauer,F,893343898,0,1973-04-17,2023-07-06,0,0,08/01/2023 04:12:38.306
74394,Katherine,Flores,William,Katherine William Flores,F,834100145,0,1952-12-11,2022-12-15,0,0,03/22/2023 12:01:32.781
74395,Alexandra,Campbell,Samantha,Alexandra Samantha Campbell,M,427920909,0,1964-09-26,2020-01-25,0,0,07/19/2023 04:45:20.881
74396,Cynthia,Franklin,Daniel,Cynthia Daniel Franklin,M,533606689,0,1952-10-30,2020-02-17,0,0,12/27/2023 22:42:04.782
74397,David,Simmons,Mckenzie,David Mckenzie Simmons,M,471458262,0,1952-09-22,2022-11-06,0,0,08/15/2023 15:27:08.742
74398,Dale,Smith,Stephanie,Dale Stephanie Smith,F,981915714,0,1959-03-30,2020-09-20,0,0,08/21/2023 22:17:13.344
74399,Jennifer,Ellis,Carmen,Jennifer Carmen Ellis,M,962917094,0,1943-10-24,2023-09-09,0,0,04/11/2023 16:33:04.257
74400,Amber,Anderson,Michael,Amber Michael Anderson,F,127141540,0,2005-03-30,2021-10-23,0,0,04/24/2023 10:04:03.169
74401,Janet,Walters,Christopher,Janet Christopher Walters,M,795622383,0,1975-04-29,2020-09-21,0,0,02/17/2023 19:32:05.647
74402,Sarah,Wilkins,Cheryl,Sarah Cheryl Wilkins,M,114782614,0,1989-05-02,2023-07-19,0,0,01/29/2024 06:48:21.872
74403,Charles,Moore,Virginia,Charles Virginia Moore,M,850086875,0,1962-02-07,2020-09-19,0,0,06/05/2023 10:46:22.792
74404,Tara,Choi,Matthew,Tara Matthew Choi,M,328773433,0,2003-12-14,2020-05-11,0,0,08/21/2023 17:26:40.787
74405,Kimberly,Sutton,Leah,Kimberly Leah Sutton,M,504051728,0,1963-03-25,2022-05-22,0,0,02/02/2024 21:18:43.779
74406,Phillip,Garcia,Vanessa,Phillip Vanessa Garcia,F,247635726,0,1994-03-07,2020-08-12,0,0,09/18/2023 10:05:23.293
74407,David,Murphy,Michael,David Michael Murphy,M,179470879,0,1989-05-16,2020-11-11,0,0,02/02/2023 21:35:00.746
74408,Michael,Gibson,Daniel,Michael Daniel Gibson,M,869683635,0,1971-08-31,2022-12-12,0,0,09/17/2023 20:53:17.650
74409,Dawn,Sanchez,Richard,Dawn Richard Sanchez,M,211598496,0,1984-08-31,2022-11-23,0,0,03/29/2023 23:38:51.251
74410,Jody,Maxwell,Victoria,Jody Victoria Maxwell,M,236088204,0,2000-12-04,2022-03-09,0,0,05/05/2023 14:07:37.338
74411,Devin,Whitaker,Karen,Devin Karen Whitaker,F,406801148,0,1969-03-26,2021-11-07,0,0,10/12/2023 18:50:01.782
74412,Jason,Carlson,Tommy,Jason Tommy Carlson,F,603177907,0,1950-10-03,2023-08-28,0,0,06/22/2023 20:17:11.664
74413,Briana,Johnson,David,Briana David Johnson,F,511910888,0,1952-02-12,2023-07-04,0,0,01/21/2023 23:17:03.030
74414,Rhonda,Kline,Natasha,Rhonda Natasha Kline,F,100015075,0,1947-01-28,2023-05-22,0,0,07/20/2023 03:17:16.950
74415,Donald,Atkins,Sara,Donald Sara Atkins,F,908095231,0,1964-10-18,2021-07-16,0,0,09/26/2023 10:36:30.134
74416,Melanie,Rojas,April,Melanie April Rojas,M,579104071,0,1984-05-23,2022-04-01,0,0,04/19/2023 06:43:03.543
74417,Emma,Andrews,Michele,Emma Michele Andrews,M,825740606,0,1948-02-11,2021-04-28,0,0,01/09/2024 21:15:41.727
74418,Jill,Arias,Matthew,Jill Matthew Arias,F,669528674,0,1992-04-28,2022-07-29,0,0,12/23/2023 03:49:20.346
74419,Phillip,Davis,Shane,Phillip Shane Davis,M,840230420,0,1950-01-30,2022-06-07,0,0,04/20/2023 02:47:19.024
74420,Amanda,Dyer,Kari,Amanda Kari Dyer,F,346124798,0,1970-05-08,2022-11-25,0,0,03/12/2023 00:28:09.578
74421,Alexandra,Ibarra,James,Alexandra James Ibarra,M,522168954,0,1969-02-05,2020-10-23,0,0,04/16/2023 07:43:44.664
74422,Melanie,Perez,Manuel,Melanie Manuel Perez,F,946095213,0,1945-03-18,2020-12-03,0,0,10/05/2023 19:42:52.487
74423,Christine,Gillespie,Alejandro,Christine Alejandro Gillespie,M,297751743,0,1964-01-30,2020-11-14,0,0,09/09/2023 20:40:36.898
74424,Daniel,Butler,Anthony,Daniel Anthony Butler,M,255436870,0,1963-01-06,2021-01-14,0,0,02/24/2024 10:07:51.023
74425,Andrea,Ryan,Emily,Andrea Emily Ryan,F,418194175,0,1966-03-18,2023-10-21,0,0,06/28/2023 04:48:36.010
74426,John,Hansen,Michael,John Michael Hansen,F,869953929,0,1989-04-26,2021-05-24,0,0,11/25/2023 19:13:15.698
74427,Nathaniel,Kramer,Sarah,Nathaniel Sarah Kramer,F,710045912,0,1982-06-25,2022-08-03,0,0,09/17/2023 20:14:50.932
74428,Pamela,Martin,Christopher,Pamela Christopher Martin,F,420926633,0,1954-04-19,2021-05-02,0,0,08/01/2023 01:28:05.704
74429,Victoria,Parker,Joshua,Victoria Joshua Parker,F,430287494,0,1971-01-19,2023-04-29,0,0,01/07/2023 17:29:26.379
74430,Joshua,Ramirez,Daniel,Joshua Daniel Ramirez,M,494015607,0,1956-12-14,2021-07-19,0,0,05/27/2023 23:01:55.157
74431,Benjamin,Brown,Brandon,Benjamin Brandon Brown,M,918006254,0,1989-06-15,2020-10-05,0,0,08/03/2023 06:18:16.518
74432,Latasha,King,Michael,Latasha Michael King,F,225131466,0,1967-01-26,2021-08-01,0,0,09/06/2023 07:05:06.554
74433,Martha,Anderson,William,Martha William Anderson,F,348272062,0,1958-06-23,2022-08-23,0,0,03/03/2023 02:55:08.241
74434,Troy,Meza,Tiffany,Troy Tiffany Meza,F,989650170,0,2003-02-13,2023-04-01,0,0,02/11/2023 22:10:17.050
74435,Gina,Lowe,Thomas,Gina Thomas Lowe,M,357781996,0,1959-09-09,2021-05-09,0,0,02/13/2024 01:12:32.235
74436,Alexandra,Edwards,Michael,Alexandra Michael Edwards,M,584399069,0,1978-08-21,2021-01-29,0,0,02/07/2024 02:51:18.850
74437,Aaron,Crosby,Timothy,Aaron Timothy Crosby,F,540838724,0,1977-09-01,2023-10-10,0,0,09/10/2023 04:32:45.206
74438,Cristina,Williams,Lindsey,Cristina Lindsey Williams,M,340905360,0,1983-01-21,2023-09-24,0,0,01/24/2024 18:34:00.255
74439,Donna,Stanley,Kyle,Donna Kyle Stanley,M,878549710,0,1997-04-07,2021-04-06,0,0,11/07/2023 08:18:36.213
74440,James,Johnson,Theresa,James Theresa Johnson,M,848708770,0,1964-01-16,2021-04-06,0,0,06/26/2023 00:41:26.280
74441,Dean,Trevino,Matthew,Dean Matthew Trevino,M,179107922,0,1981-02-19,2021-02-07,0,0,01/25/2023 01:08:27.985
74442,Ashley,Medina,Cheryl,Ashley Cheryl Medina,M,433066315,0,1951-11-24,2020-06-30,0,0,10/07/2023 23:34:03.186
74443,Mark,Evans,Lindsay,Mark Lindsay Evans,F,754537983,0,1979-03-21,2022-08-17,0,0,02/02/2023 03:40:04.869
74444,Ashley,Maddox,Samantha,Ashley Samantha Maddox,F,632806654,0,1948-03-14,2020-02-03,0,0,10/06/2023 15:32:18.635
74445,Brian,Ellis,Rhonda,Brian Rhonda Ellis,M,529882135,0,1999-04-22,2023-08-03,0,0,07/11/2023 08:19:33.047
74446,Rebecca,Rodriguez,Barbara,Rebecca Barbara Rodriguez,F,220732269,0,1971-11-07,2022-01-01,0,0,01/06/2023 17:12:50.804
74447,Erin,Nelson,Brian,Erin Brian Nelson,F,785084755,0,1975-05-21,2023-10-01,0,0,01/28/2024 11:20:26.079
74448,John,Nash,Cheryl,John Cheryl Nash,F,930006995,0,1990-04-07,2023-06-28,0,0,10/08/2023 16:38:48.341
74449,Heather,Jones,Patricia,Heather Patricia Jones,F,404533178,0,1943-08-14,2020-08-17,0,0,12/29/2023 15:21:45.227
74450,Sherri,Mitchell,Daniel,Sherri Daniel Mitchell,F,223800973,0,1980-04-25,2022-04-16,0,0,02/22/2024 05:23:46.461
74451,Heather,Reed,Karen,Heather Karen Reed,M,528670458,0,1945-02-19,2023-05-26,0,0,07/17/2023 10:53:03.410
74452,Danielle,Miller,Kathy,Danielle Kathy Miller,F,649338662,0,1953-04-20,2022-10-03,0,0,06/26/2023 11:54:21.013
74453,Jacob,Sherman,Jack,Jacob Jack Sherman,M,538320564,0,2005-03-14,2022-04-07,0,0,01/26/2023 22:16:00.512
74454,Brian,Joyce,Jason,Brian Jason Joyce,M,584225551,0,1996-01-09,2022-11-08,0,0,01/03/2024 07:05:23.709
74455,Justin,Blackburn,David,Justin David Blackburn,M,524028043,0,1979-12-25,2020-08-17,0,0,03/23/2024 06:51:00.221
74456,David,Richard,Michelle,David Michelle Richard,F,549249413,0,1968-09-10,2023-07-08,0,0,07/27/2023 14:13:59.563
74457,Dale,Allen,Charlotte,Dale Charlotte Allen,F,221176226,0,1956-01-30,2020-11-08,0,0,02/03/2024 08:52:12.109
74458,Tara,Hall,Angel,Tara Angel Hall,M,116908201,0,1972-04-13,2022-05-08,0,0,03/18/2023 12:31:40.317
74459,Lisa,Taylor,Bryan,Lisa Bryan Taylor,F,305800234,0,1983-08-12,2022-02-22,0,0,03/18/2024 01:51:16.100
74460,Renee,Buchanan,Catherine,Renee Catherine Buchanan,F,861148956,0,1972-03-05,2021-08-17,0,0,01/05/2024 20:16:36.965
74461,Ryan,Duke,Lori,Ryan Lori Duke,F,934944655,0,1986-04-12,2021-07-21,0,0,02/28/2024 08:31:46.008
74462,Kara,Coleman,Richard,Kara Richard Coleman,M,817958777,0,2003-06-27,2023-10-03,0,0,01/19/2023 05:23:27.343
74463,Micheal,Moore,Steven,Micheal Steven Moore,M,683780957,0,1993-07-26,2021-10-25,0,0,10/05/2023 00:22:52.085
74464,Richard,Reeves,Hayden,Richard Hayden Reeves,F,477392814,0,1967-02-04,2020-09-09,0,0,10/30/2023 02:57:21.337
74465,Kelly,Robles,Angela,Kelly Angela Robles,M,492949616,0,1964-10-11,2021-08-23,0,0,01/14/2024 13:13:02.281
74466,Bobby,Burke,Judith,Bobby Judith Burke,M,648113279,0,1996-02-21,2022-07-27,0,0,01/23/2024 18:58:03.185
74467,Bryan,Edwards,Bryce,Bryan Bryce Edwards,F,400075899,0,1987-05-11,2020-01-27,0,0,01/18/2024 13:33:41.874
74468,Amber,Smith,Michael,Amber Michael Smith,F,958531720,0,1993-09-16,2023-12-15,0,0,04/05/2023 03:46:10.792
74469,Theodore,Vargas,Meagan,Theodore Meagan Vargas,F,418994074,0,1950-01-16,2022-09-19,0,0,11/27/2023 22:31:04.856
74470,Deborah,Zhang,Samantha,Deborah Samantha Zhang,M,509050460,0,1969-01-29,2021-06-18,0,0,08/27/2023 09:01:36.963
74471,James,Russell,Lynn,James Lynn Russell,M,366833637,0,1965-08-10,2020-01-30,0,0,04/17/2023 23:00:48.659
74472,Christopher,Griffith,Natasha,Christopher Natasha Griffith,M,912896151,0,1966-12-29,2023-10-06,0,0,03/13/2024 23:04:03.426
74473,Christine,Shannon,Jennifer,Christine Jennifer Shannon,F,909674910,0,1949-11-04,2020-08-07,0,0,06/26/2023 15:20:24.260
74474,Eric,Lee,Maria,Eric Maria Lee,F,854629012,0,1956-02-04,2020-08-04,0,0,02/24/2024 14:20:30.123
74475,Tamara,Wagner,Matthew,Tamara Matthew Wagner,M,481355401,0,1966-04-10,2022-08-24,0,0,05/18/2023 23:48:45.569
74476,Jermaine,Willis,Debra,Jermaine Debra Willis,M,717102973,0,2002-03-23,2022-01-01,0,0,12/12/2023 10:38:49.489
74477,Shelby,Stark,David,Shelby David Stark,F,852148027,0,1998-12-11,2022-09-23,0,0,11/28/2023 20:02:15.937
74478,Jennifer,Ortega,Laurie,Jennifer Laurie Ortega,F,286735836,0,1998-05-06,2021-09-30,0,0,03/30/2024 06:14:43.445
74479,Veronica,Trevino,Joe,Veronica Joe Trevino,F,558346270,0,1991-01-15,2022-11-21,0,0,01/14/2024 19:47:32.650
74480,Charles,Jones,Monica,Charles Monica Jones,F,337503634,0,2005-10-01,2023-12-30,0,0,03/14/2023 10:52:52.555
74481,Dustin,Phillips,Samantha,Dustin Samantha Phillips,M,149770070,0,1959-05-26,2022-09-07,0,0,08/04/2023 19:54:39.485
74482,Meagan,Campbell,Andrea,Meagan Andrea Campbell,M,682361904,0,1989-03-15,2020-01-11,0,0,02/20/2023 08:58:26.499
74483,Jennifer,Fernandez,Jeremy,Jennifer Jeremy Fernandez,F,956192940,0,2001-10-15,2021-11-07,0,0,04/21/2023 00:47:40.023
74484,Sarah,Jones,Melinda,Sarah Melinda Jones,M,690022576,0,1970-01-09,2023-02-24,0,0,12/25/2023 15:46:11.082
74485,Michelle,Johnson,Lee,Michelle Lee Johnson,F,162542004,0,2000-02-01,2021-03-12,0,0,04/12/2023 14:43:21.016
74486,Eugene,Davis,Maria,Eugene Maria Davis,M,607741299,0,1945-04-04,2023-11-23,0,0,05/07/2023 00:45:47.543
74487,Peter,Perry,Katie,Peter Katie Perry,F,677009186,0,1992-10-18,2023-05-28,0,0,03/24/2023 18:47:12.686
74488,William,Burke,Michele,William Michele Burke,M,114624996,0,1985-02-09,2023-04-17,0,0,01/06/2023 13:55:09.855
74489,Barbara,Oneill,Kimberly,Barbara Kimberly Oneill,M,748089280,0,1967-12-15,2023-07-23,0,0,09/14/2023 01:31:48.383
74490,Robert,Scott,Brittany,Robert Brittany Scott,M,442541082,0,2004-07-31,2021-07-16,0,0,03/14/2024 08:34:24.905
74491,Steven,Kemp,Scott,Steven Scott Kemp,M,688661051,0,1972-04-17,2020-09-09,0,0,02/25/2023 15:31:39.255
74492,Aaron,Scott,Matthew,Aaron Matthew Scott,F,749257803,0,1977-08-25,2023-07-26,0,0,03/25/2023 13:25:00.669
74493,Nathan,Andrews,Christy,Nathan Christy Andrews,M,658735760,0,1975-06-17,2023-05-01,0,0,02/28/2023 03:56:21.444
74494,Rachel,Thomas,Mark,Rachel Mark Thomas,M,151243932,0,2006-03-30,2021-01-07,0,0,02/01/2023 21:44:34.682
74495,Janice,Daniels,Christopher,Janice Christopher Daniels,F,721095226,0,1971-02-10,2023-11-19,0,0,01/11/2023 02:12:35.555
74496,James,Townsend,Richard,James Richard Townsend,F,434479800,0,1944-01-03,2021-04-22,0,0,02/23/2024 00:26:55.095
74497,Alyssa,Romero,Alice,Alyssa Alice Romero,F,582178300,0,2005-03-22,2021-12-24,0,0,02/14/2023 00:59:48.438
74498,Lauren,Shelton,Deborah,Lauren Deborah Shelton,F,749497928,0,1947-01-15,2020-07-29,0,0,01/23/2023 03:23:20.289
